dataset,domain,family,rate,mase_native,mase_phase_filled,mase_persistence,mase_seasonal_last,mase_seasonal_median,mase_equal_ensemble,mase_gate_rate,mase_gate_uncertainty,mase_gate_full,mase_source_best_fixed,mase_oracle_pair,mase_replay_clean,mase_replay_matched,coverage80,width80_scaled,quantile_crossing
traffic,traffic,tail,0.5,1.0889862168938735,1.062201224862403,3.1504728712686565,1.198854136984046,1.057216119152863,1.0185660705807758,1.0889862168938735,1.0889862168938735,1.0581050365663158,1.062201224862403,0.8875117260810712,1.1078113332389445,1.17094862772142,0.8391927083333334,4.381333449115105,0.0
weather,weather,clean,0.0,0.7076999196587735,0.7076999196587735,1.068699344265671,0.883533675655177,0.9904546554065824,0.7670266517974605,0.7076999196587735,0.7076999196587735,0.7074973584351704,0.7076999196587735,0.61464458266153,0.7076999196587735,0.7076999196587735,0.6846788194444445,1.9464920702195307,0.0
weather,weather,middle,0.125,0.7003709827965464,0.7086093258387606,1.068699344265671,0.883533675655177,0.9571385296251433,0.7553989499104623,0.7003709827965464,0.7003709827965464,0.7013244271753475,0.7086093258387606,0.6100144551749282,0.7003709827965464,0.7003709827965464,0.6781684027777778,1.9448262708062354,0.0
weather,weather,middle,0.25,0.7040049828965276,0.7001250637561834,1.068699344265671,0.883533675655177,0.9360106698682363,0.7459113599070251,0.7040049828965276,0.7040049828965276,0.7037256661898247,0.7001250637561834,0.6073585556453011,0.7040049828965276,0.7040049828965276,0.6653645833333334,1.862028446244395,0.0
weather,weather,middle,0.5,0.7009220483050805,0.7299663230637873,1.068699344265671,0.883533675655177,0.9201202165276906,0.749861270272738,0.7009220483050805,0.7009220483050805,0.7043161855909018,0.7299663230637873,0.6273758490142967,0.7009220483050805,0.7009220483050805,0.6963975694444445,1.9659855071648618,0.005208333333333333
weather,weather,random,0.125,0.7271458703101149,0.737630910717767,1.0584457649940828,0.8959401081594334,0.9936415986162965,0.7950302496048023,0.7271458703101149,0.7271458703101149,0.7304510062322007,0.737630910717767,0.6411058518689772,0.7271458703101149,0.7271458703101149,0.7102141203703703,2.169114194180522,0.0
weather,weather,random,0.25,0.7638344031992961,0.7769496378748266,1.0670266252580536,0.9130403633728553,0.9971694036039893,0.8256067415660061,0.7638344031992961,0.7638344031992961,0.7699914231084485,0.7769496378748266,0.6781950097844542,0.7638344031992961,0.7638344031992961,0.7518084490740741,2.276233627018744,0.0
weather,weather,random,0.5,0.8687003932168025,0.8940749906019523,1.0594342134801498,0.9822650248135116,1.0121397602851179,0.899210356775224,0.8687003932168025,0.8687003932168025,0.8694489891386286,0.8940749906019523,0.7607769110081501,0.8687003932168025,0.8687003932168025,0.8179976851851852,2.7490580762045242,0.0
weather,weather,tail,0.125,0.9972970154895919,1.0673017452118783,1.2296367173323661,1.0444779900282906,1.0516611839019998,0.9856497908051844,0.9972970154895919,0.9972970154895919,1.0037904550159655,1.0673017452118783,0.8391041303182522,1.0380833861728722,1.022311536586521,0.6338975694444444,2.6054470728374626,0.0
weather,weather,tail,0.25,1.0750649985082494,1.101994581530086,1.4332893258047967,1.1603040940463474,1.097919055495401,1.058703176085848,1.0750649985082494,1.0750649985082494,1.0676173819738992,1.101994581530086,0.9424487170797468,1.1186188235491192,1.1508617984565441,0.6536458333333334,2.8194680886162025,0.005208333333333333
weather,weather,tail,0.5,1.1583464391829181,1.145475256221528,1.5411011594768125,1.305007293768267,1.1445413622559115,1.1219413691450935,1.1583464391829181,1.1583464391829181,1.1640084795777261,1.145475256221528,1.0073325055551552,1.2178230444731484,1.2826092472560342,0.623046875,2.7850031682093346,0.005208333333333333
