dataset,domain,family,rate,mase_native,mase_phase_filled,mase_persistence,mase_seasonal_last,mase_seasonal_median,mase_equal_ensemble,mase_gate_rate,mase_gate_uncertainty,mase_gate_full,mase_source_best_fixed,mase_oracle_pair,mase_replay_clean,mase_replay_matched,coverage80,width80_scaled,quantile_crossing
traffic,traffic,random,0.125,0.6231578908613362,0.6036227941969647,2.880452552979248,1.093348451840791,0.971347731412394,0.7440397673799929,0.6231578908613362,0.6397465338112119,0.6262545021253216,0.6036227941969647,0.5777798530701586,0.6231578908613362,0.6231578908613362,0.8912037037037037,2.282737614833921,0.012152777777777778
traffic,traffic,random,0.25,0.6626469300580853,0.6523608663266331,2.8682553408114027,1.1350238587122832,0.9773379841454433,0.7685836911924206,0.6626469300580853,0.6728549499613047,0.6657292910034348,0.6523608663266331,0.6121628362897279,0.6626469300580853,0.6626469300580853,0.900390625,2.5045009919129306,0.003472222222222222
traffic,traffic,random,0.5,0.7809658447394795,0.7864144087070551,2.8238398864689507,1.2172285259625992,1.0159242264815513,0.8410560949278487,0.7809658447394795,0.7915756859688995,0.78110161808165,0.7864144087070551,0.6946450717094382,0.7809658447394795,0.7809658447394795,0.9029224537037037,2.991620033602602,0.0
traffic,traffic,tail,0.125,0.7148921834997992,0.7385858815692489,2.7580130333889055,1.45522611578333,1.0092097066557424,0.8181777153652061,0.7148921834997992,0.7200357895133597,0.7190212344844541,0.7385858815692489,0.648405597930337,0.8994168432476832,0.9009031254532992,0.8548177083333334,2.299151025843511,0.005208333333333333
traffic,traffic,tail,0.25,0.8848540311701468,0.7295554525717556,2.9755197944638776,1.4027549096079561,0.9637750865773689,0.8797688841021994,0.8848540311701468,0.8872325959864318,0.8813957099851343,0.7295554525717556,0.7220803056208082,0.9385210603926293,1.0033426982649287,0.7994791666666666,2.5160692322537392,0.015625
traffic,traffic,tail,0.5,0.8871371352087447,1.0025481125462345,3.1504728712686565,1.198854136984046,1.057216119152863,0.9250592757054977,0.8871371352087447,0.8942445438528491,0.8836603273466596,1.0025481125462345,0.7733918215392466,0.9724958313369595,1.0488688908641102,0.8276909722222222,2.8469756133709887,0.005208333333333333
weather,weather,clean,0.0,0.7282510427084009,0.7282510427084009,1.068699344265671,0.883533675655177,0.9904546554065824,0.7809457803926977,0.7282510427084009,0.7292629110128708,0.7289466018691323,0.7282510427084009,0.6337350333612889,0.7282510427084009,0.7282510427084009,0.7465277777777778,1.9134525106414815,0.078125
weather,weather,middle,0.125,0.7134782624155332,0.7145256727389585,1.068699344265671,0.883533675655177,0.9571385296251433,0.7658032000501419,0.7134782624155332,0.7126074906025188,0.7151306747086679,0.7145256727389585,0.6207113158155733,0.7134782624155332,0.7134782624155332,0.7608506944444445,1.8863203955015704,0.057291666666666664
weather,weather,middle,0.25,0.7276020345830397,0.706411812590991,1.068699344265671,0.883533675655177,0.9360106698682363,0.7609133204226923,0.7276020345830397,0.7275372185906047,0.7356778731001282,0.706411812590991,0.6294139006484624,0.7276020345830397,0.7276020345830397,0.7556423611111112,1.9176513756108935,0.046875
weather,weather,middle,0.5,0.753914048916955,0.7465986387026825,1.068699344265671,0.883533675655177,0.9201202165276906,0.7637946055376875,0.753914048916955,0.7649472374997469,0.7636159509925604,0.7465986387026825,0.6471854809230966,0.753914048916955,0.753914048916955,0.76171875,2.0327185536630235,0.026041666666666668
weather,weather,random,0.125,0.7428030201491082,0.7319736181391359,1.0584457649940828,0.8959401081594334,0.9936415986162965,0.8151651711435417,0.7428030201491082,0.7422674130140146,0.745077800162888,0.7319736181391359,0.664183980229894,0.7428030201491082,0.7428030201491082,0.7613570601851852,1.993402752023751,0.001736111111111111
weather,weather,random,0.25,0.7418603232468324,0.7766475777524549,1.0670266252580536,0.9130403633728553,0.9971694036039893,0.82252659256982,0.7418603232468324,0.7420121720118136,0.74721025696403,0.7766475777524549,0.6741038915477395,0.7418603232468324,0.7418603232468324,0.7630208333333334,2.0086110003465607,0.0
weather,weather,random,0.5,0.7598739798922169,0.8623984155773986,1.0594342134801498,0.9822650248135116,1.0121397602851179,0.8380243173625351,0.7598739798922169,0.7614397314826001,0.7594339456755194,0.8623984155773986,0.6973925201143778,0.7598739798922169,0.7598739798922169,0.7661313657407408,2.1174489348704117,0.0
weather,weather,tail,0.125,0.9403322552259016,1.0468260225332788,1.2296367173323661,1.0444779900282906,1.0516611839019998,0.9566798494797263,0.9403322552259016,0.9396475746418983,0.9427587073473208,1.0468260225332788,0.796146587536403,1.0191954689493445,0.969197791306891,0.7337239583333334,2.4169431256768767,0.010416666666666666
weather,weather,tail,0.25,1.0060571676822605,1.1013638052573176,1.4332893258047967,1.1603040940463474,1.097919055495401,1.0207374951562325,1.0060571676822605,1.0059942472988086,1.0030135090759242,1.1013638052573176,0.8922853722338496,1.0609818120270444,1.1644140477463425,0.7044270833333334,2.354621665570076,0.010416666666666666
weather,weather,tail,0.5,1.1012009870332031,1.1494146451746061,1.5411011594768125,1.305007293768267,1.1445413622559115,1.0999206058940352,1.1012009870332031,1.1020858862263994,1.1018058436369778,1.1494146451746061,0.9721082731656208,1.1894033526168968,1.2659897274493832,0.6488715277777778,2.237547344057793,0.010416666666666666
