Blender 4.5.13 LTS (hash daeeeca98fb0 built 2026-08-25 01:31:19)
Read blend: "/home/runner/work/future/future/workspaces/glasshouse-terminus/output/g4-coast-r06-checked/g4-full-scene-candidate.blend"
Fra:451 Mem:625.13M (Peak 852.57M) | Time:00:02.88 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | QA_sky_key
Fra:451 Mem:889.03M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_drain_grate_bar.119
Fra:451 Mem:889.06M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_drain_grate_bar.120
Fra:451 Mem:889.14M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_drain_grate_bar.121
Fra:451 Mem:889.11M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_cafe_G3_walnut_cafe_top
Fra:451 Mem:889.11M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_cafe_G3_table_edge_inlay
Fra:451 Mem:889.24M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_cafe_G3_turned_pedestal
Fra:451 Mem:889.46M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_cafe_G3_walnut_cafe_top.001
Fra:451 Mem:889.47M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_cafe_G3_table_edge_inlay.001
Fra:451 Mem:889.51M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_cafe_G3_turned_pedestal.001
Fra:451 Mem:889.55M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_waiting_bench_wood_frame
Fra:451 Mem:889.70M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_bench_back_upright
Fra:451 Mem:889.77M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_bench_arm_support
Fra:451 Mem:889.73M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_bench_wood_arm
Fra:451 Mem:889.76M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_bench_back_upright.001
Fra:451 Mem:889.79M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_bench_arm_support.001
Fra:451 Mem:889.80M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_bench_wood_arm.001
Fra:451 Mem:889.82M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_bench_top_rail
Fra:451 Mem:889.83M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_bench_seat_cushion
Fra:451 Mem:889.87M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_bench_back_cushion
Fra:451 Mem:889.93M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_bench_seat_cushion.001
Fra:451 Mem:889.96M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_bench_back_cushion.001
Fra:451 Mem:889.97M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_bench_seat_cushion.002
Fra:451 Mem:890.01M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_bench_back_cushion.002
Fra:451 Mem:890.05M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_waiting_bench_wood_frame.001
Fra:451 Mem:890.05M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_bench_back_upright.002
Fra:451 Mem:890.09M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_bench_arm_support.002
Fra:451 Mem:890.11M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_bench_wood_arm.002
Fra:451 Mem:890.12M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_bench_back_upright.003
Fra:451 Mem:890.11M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_bench_arm_support.003
Fra:451 Mem:890.16M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_bench_wood_arm.003
Fra:451 Mem:890.23M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_bench_top_rail.001
Fra:451 Mem:890.19M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_bench_seat_cushion.003
Fra:451 Mem:890.21M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_bench_back_cushion.003
Fra:451 Mem:890.29M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_bench_seat_cushion.004
Fra:451 Mem:890.33M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_bench_back_cushion.004
Fra:451 Mem:890.30M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_bench_seat_cushion.005
Fra:451 Mem:890.38M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_bench_back_cushion.005
Fra:451 Mem:890.40M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_waiting_bench_wood_frame.002
Fra:451 Mem:890.40M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_bench_back_upright.004
Fra:451 Mem:890.45M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_bench_arm_support.004
Fra:451 Mem:890.47M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_bench_wood_arm.004
Fra:451 Mem:890.49M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_bench_back_upright.005
Fra:451 Mem:890.49M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_bench_arm_support.005
Fra:451 Mem:890.52M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_bench_wood_arm.005
Fra:451 Mem:890.54M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_bench_top_rail.002
Fra:451 Mem:890.58M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_bench_seat_cushion.006
Fra:451 Mem:890.60M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_bench_back_cushion.006
Fra:451 Mem:890.63M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_bench_seat_cushion.007
Fra:451 Mem:890.66M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_bench_back_cushion.007
Fra:451 Mem:890.67M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_bench_seat_cushion.008
Fra:451 Mem:890.72M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_bench_back_cushion.008
Fra:451 Mem:890.75M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_waiting_bench_wood_frame.003
Fra:451 Mem:890.76M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_bench_back_upright.006
Fra:451 Mem:890.81M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_bench_arm_support.006
Fra:451 Mem:890.83M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_bench_wood_arm.006
Fra:451 Mem:890.84M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_bench_back_upright.007
Fra:451 Mem:890.87M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_bench_arm_support.007
Fra:451 Mem:890.88M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_bench_wood_arm.007
Fra:451 Mem:890.93M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_bench_top_rail.003
Fra:451 Mem:890.90M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_bench_seat_cushion.009
Fra:451 Mem:890.98M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_bench_back_cushion.009
Fra:451 Mem:891.00M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_bench_seat_cushion.010
Fra:451 Mem:891.01M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_bench_back_cushion.010
Fra:451 Mem:891.09M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_bench_seat_cushion.011
Fra:451 Mem:891.09M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_bench_back_cushion.011
Fra:451 Mem:891.09M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_broadleaf_clay_planter
Fra:451 Mem:891.16M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_planter_soil
Fra:451 Mem:891.17M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_broadleaf_clay_planter.001
Fra:451 Mem:891.24M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_planter_soil.001
Fra:451 Mem:891.25M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_broadleaf_clay_planter.002
Fra:451 Mem:891.23M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_planter_soil.002
Fra:451 Mem:891.26M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_hall_G3_pendant_drop
Fra:451 Mem:891.29M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_hall_G3_pendant_shade
Fra:451 Mem:891.30M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_hall_G3_pendant_light
Fra:451 Mem:891.31M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_hall_G3_pendant_drop.001
Fra:451 Mem:891.32M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_hall_G3_pendant_shade.001
Fra:451 Mem:891.34M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_hall_G3_pendant_drop.002
Fra:451 Mem:891.35M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_hall_G3_pendant_shade.002
Fra:451 Mem:891.37M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_hall_G3_pendant_light.002
Fra:451 Mem:891.38M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_hall_G3_pendant_shade.003
Fra:451 Mem:891.40M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_hall_G3_pendant_light.003
Fra:451 Mem:891.41M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_hall_G3_pendant_drop.004
Fra:451 Mem:891.41M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_hall_G3_pendant_shade.004
Fra:451 Mem:891.43M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_hall_G3_pendant_light.004
Fra:451 Mem:891.44M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_hall_G3_pendant_drop.005
Fra:451 Mem:891.44M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_hall_G3_pendant_shade.005
Fra:451 Mem:891.47M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_hall_G3_pendant_light.005
Fra:451 Mem:891.48M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_hall_G3_pendant_shade.006
Fra:451 Mem:891.48M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_hall_G3_pendant_light.006
Fra:451 Mem:891.49M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_hall_G3_pendant_drop.007
Fra:451 Mem:891.51M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_hall_G3_pendant_shade.007
Fra:451 Mem:891.53M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_hall_G3_pendant_light.007
Fra:451 Mem:891.54M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_hall_G3_pendant_shade.008
Fra:451 Mem:891.55M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_hall_G3_pendant_light.008
Fra:451 Mem:891.56M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_hall_G3_pendant_drop.009
Fra:451 Mem:891.57M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_hall_G3_pendant_shade.009
Fra:451 Mem:891.59M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_hall_G3_pendant_light.009
Fra:451 Mem:891.60M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_hall_G3_pendant_drop.010
Fra:451 Mem:891.60M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_hall_G3_pendant_light.010
Fra:451 Mem:891.61M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_hall_G3_pendant_shade.011
Fra:451 Mem:891.67M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_hall_G3_pendant_light.011
Fra:451 Mem:891.67M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_hall_G3_pendant_shade.012
Fra:451 Mem:891.68M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_hall_G3_pendant_light.012
Fra:451 Mem:891.70M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_hall_G3_pendant_drop.013
Fra:451 Mem:891.70M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_hall_G3_pendant_shade.013
Fra:451 Mem:891.72M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_hall_G3_pendant_light.013
Fra:451 Mem:891.73M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_canopy_lamp_housing
Fra:451 Mem:891.74M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_canopy_lamp_opal
Fra:451 Mem:891.85M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_canopy_practical
Fra:451 Mem:891.83M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_canopy_lamp_mount.001
Fra:451 Mem:891.81M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_canopy_lamp_housing.001
Fra:451 Mem:891.87M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_canopy_lamp_opal.001
Fra:451 Mem:891.90M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_canopy_practical.001
Fra:451 Mem:891.88M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_canopy_lamp_mount.002
Fra:451 Mem:891.89M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_canopy_lamp_housing.002
Fra:451 Mem:891.94M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_canopy_lamp_opal.002
Fra:451 Mem:891.96M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_canopy_practical.002
Fra:451 Mem:891.96M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_canopy_lamp_mount.003
Fra:451 Mem:891.97M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_canopy_lamp_housing.003
Fra:451 Mem:892.02M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_canopy_lamp_opal.003
Fra:451 Mem:892.06M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_canopy_practical.003
Fra:451 Mem:892.03M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_canopy_lamp_mount.004
Fra:451 Mem:892.04M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_canopy_lamp_housing.004
Fra:451 Mem:892.08M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_canopy_lamp_opal.004
Fra:451 Mem:892.13M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_canopy_practical.004
Fra:451 Mem:892.13M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_canopy_lamp_mount.005
Fra:451 Mem:892.14M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_canopy_lamp_housing.005
Fra:451 Mem:892.15M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_canopy_lamp_opal.005
Fra:451 Mem:892.20M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_canopy_practical.005
Fra:451 Mem:892.22M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_canopy_lamp_mount.006
Fra:451 Mem:892.21M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_canopy_lamp_housing.006
Fra:451 Mem:892.24M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_canopy_lamp_opal.006
Fra:451 Mem:892.26M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_canopy_practical.006
Fra:451 Mem:892.26M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_canopy_lamp_mount.007
Fra:451 Mem:892.30M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_canopy_lamp_housing.007
Fra:451 Mem:892.32M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_canopy_lamp_opal.007
Fra:451 Mem:892.32M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_canopy_practical.007
Fra:451 Mem:892.32M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_train_curved_inner_vault
Fra:451 Mem:892.39M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_car_lamp_stem
Fra:451 Mem:892.37M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_car_ceiling_practical
Fra:451 Mem:892.37M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_car_lamp_stem.001
Fra:451 Mem:892.37M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_car_ceiling_practical.001
Fra:451 Mem:892.38M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_car_lamp_stem.002
Fra:451 Mem:892.38M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_car_ceiling_practical.002
Fra:451 Mem:892.40M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_car_lamp_stem.003
Fra:451 Mem:892.40M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_car_ceiling_practical.003
Fra:451 Mem:892.38M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_car_recessed_walnut_panel
Fra:451 Mem:892.39M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_car_panel_bead.001
Fra:451 Mem:892.47M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_car_panel_stile
Fra:451 Mem:892.46M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_car_panel_stile.001
Fra:451 Mem:892.49M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_car_recessed_walnut_panel.001
Fra:451 Mem:892.57M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_car_panel_bead.002
Fra:451 Mem:892.60M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_car_panel_bead.003
Fra:451 Mem:892.58M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_car_panel_stile.002
Fra:451 Mem:892.63M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_car_panel_stile.003
Fra:451 Mem:892.66M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_car_recessed_walnut_panel.002
Fra:451 Mem:892.69M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_car_panel_bead.004
Fra:451 Mem:892.72M (Peak 961.02M) | Time:00:02.72 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | G4_car_panel_bead.005
